,Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
1870,MSitAE-JUNE-2023,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,9855.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,MSitAE-JUNE-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,7480.0,0.0,0.0,502.0,0.0,0.0,292.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,MSitAE-JUNE-2023,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,MSitAE-JUNE-2023,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1874,MSitAE-JUNE-2023,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0.0,0.0,8678.0,0.0,0.0,186.0,0.0,0.0,594.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,MSitAE-JUNE-2023,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,5363.0,0.0,0.0,242.0,0.0,0.0,203.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,MSitAE-JUNE-2023,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3686.0,0.0,2300.0,17.0,0.0,34.0,1571.0,0.0,27.0,6.0,0.0,0.0,360.0,223.0,1117.0,0.0,0.0,246.0
1877,MSitAE-JUNE-2023,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9039.0,0.0,2786.0,0.0,0.0,0.0,2611.0,0.0,1.0,0.0,0.0,0.0,771.0,10.0,2632.0,0.0,91.0,1455.0
1878,MSitAE-JUNE-2023,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1879,MSitAE-JUNE-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12370.0,0.0,4844.0,70.0,0.0,524.0,5382.0,0.0,703.0,20.0,0.0,45.0,584.0,616.0,2990.0,0.0,114.0,1323.0
1880,MSitAE-JUNE-2023,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10341.0,0.0,5250.0,28.0,0.0,101.0,3980.0,0.0,155.0,8.0,0.0,93.0,717.0,78.0,3242.0,0.0,0.0,344.0
1881,MSitAE-JUNE-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13333.0,0.0,6632.0,0.0,0.0,658.0,4414.0,0.0,416.0,0.0,0.0,0.0,673.0,23.0,6076.0,0.0,0.0,878.0
1882,MSitAE-JUNE-2023,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4365.0,318.0,1671.0,235.0,0.0,0.0,1529.0,0.0,0.0,85.0,0.0,0.0,329.0,1.0,1244.0,0.0,0.0,776.0
1883,MSitAE-JUNE-2023,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,8295.0,0.0,0.0,1383.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,MSitAE-JUNE-2023,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0
1885,MSitAE-JUNE-2023,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0.0,0.0,1583.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,MSitAE-JUNE-2023,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0.0,0.0,3931.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,MSitAE-JUNE-2023,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0.0,0.0,2672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,MSitAE-JUNE-2023,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,2792.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,MSitAE-JUNE-2023,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0.0,0.0,1676.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,MSitAE-JUNE-2023,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11456.0,1461.0,6157.0,388.0,0.0,1003.0,4738.0,17.0,239.0,185.0,0.0,47.0,563.0,3.0,4290.0,22.0,0.0,1249.0
1891,MSitAE-JUNE-2023,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6341.0,0.0,0.0,494.0,0.0,0.0,2030.0,0.0,0.0,120.0,0.0,0.0,248.0,4.0,2179.0,0.0,0.0,971.0
1892,MSitAE-JUNE-2023,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14528.0,2314.0,0.0,0.0,0.0,0.0,4608.0,96.0,0.0,0.0,0.0,0.0,933.0,214.0,4427.0,14.0,0.0,1337.0
1893,MSitAE-JUNE-2023,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5725.0,0.0,6340.0,0.0,0.0,0.0,3028.0,0.0,220.0,0.0,0.0,0.0,558.0,17.0,1714.0,0.0,0.0,447.0
1894,MSitAE-JUNE-2023,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7254.0,0.0,3120.0,0.0,0.0,0.0,3409.0,0.0,253.0,0.0,0.0,0.0,432.0,274.0,1755.0,0.0,136.0,577.0
1895,MSitAE-JUNE-2023,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,7919.0,0.0,4192.0,302.0,0.0,141.0,2890.0,0.0,109.0,56.0,0.0,0.0,748.0,25.0,3129.0,0.0,0.0,661.0
1896,MSitAE-JUNE-2023,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4939.0,0.0,945.0,93.0,0.0,43.0,1157.0,0.0,0.0,19.0,0.0,0.0,139.0,1.0,1250.0,0.0,0.0,491.0
1897,MSitAE-JUNE-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11154.0,2464.0,13178.0,0.0,0.0,0.0,5927.0,638.0,4470.0,0.0,0.0,0.0,672.0,611.0,6185.0,0.0,0.0,454.0
1898,MSitAE-JUNE-2023,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,12840.0,0.0,12215.0,101.0,0.0,58.0,6413.0,0.0,1221.0,19.0,0.0,0.0,1137.0,465.0,3498.0,0.0,0.0,1249.0
1899,MSitAE-JUNE-2023,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
1900,MSitAE-JUNE-2023,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,597.0
1901,MSitAE-JUNE-2023,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5044.0,0.0,0.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,0.0,224.0
1902,MSitAE-JUNE-2023,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19736.0,0.0,9721.0,458.0,0.0,0.0,5998.0,0.0,269.0,0.0,0.0,0.0,578.0,37.0,2488.0,0.0,0.0,404.0
1903,MSitAE-JUNE-2023,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33734.0,0.0,118.0,0.0,0.0,0.0,15898.0,0.0,2.0,0.0,0.0,0.0,3545.0,1143.0,10350.0,0.0,1.0,5175.0
1904,MSitAE-JUNE-2023,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12176.0,0.0,0.0,613.0,0.0,0.0,3872.0,0.0,0.0,0.0,0.0,0.0,309.0,41.0,1380.0,0.0,0.0,313.0
1905,MSitAE-JUNE-2023,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15871.0,0.0,14098.0,128.0,0.0,72.0,8638.0,0.0,1060.0,50.0,0.0,5.0,1092.0,176.0,4056.0,0.0,179.0,2141.0
1906,MSitAE-JUNE-2023,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9915.0,0.0,0.0,0.0,0.0,0.0,2974.0,0.0,0.0,0.0,0.0,0.0,787.0,204.0,2984.0,0.0,0.0,798.0
1907,MSitAE-JUNE-2023,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12352.0,0.0,6639.0,186.0,0.0,0.0,6203.0,0.0,29.0,76.0,0.0,0.0,842.0,286.0,3203.0,0.0,0.0,1265.0
1908,MSitAE-JUNE-2023,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0.0,0.0,2684.0,0.0,0.0,16.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,MSitAE-JUNE-2023,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0.0,0.0,2596.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,MSitAE-JUNE-2023,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0.0,0.0,2770.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,MSitAE-JUNE-2023,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0.0,0.0,1173.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,MSitAE-JUNE-2023,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12613.0,0.0,14786.0,229.0,0.0,0.0,5836.0,0.0,141.0,100.0,0.0,0.0,623.0,178.0,6530.0,0.0,0.0,1295.0
1913,MSitAE-JUNE-2023,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9761.0,342.0,9097.0,0.0,0.0,425.0,5422.0,0.0,609.0,0.0,0.0,18.0,844.0,495.0,3989.0,0.0,0.0,1516.0
1914,MSitAE-JUNE-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6571.0,0.0,904.0,77.0,0.0,0.0,2599.0,0.0,0.0,17.0,0.0,0.0,699.0,410.0,2236.0,0.0,0.0,592.0
1915,MSitAE-JUNE-2023,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11837.0,0.0,3222.0,1112.0,0.0,72.0,5452.0,0.0,36.0,447.0,0.0,2.0,785.0,68.0,3475.0,0.0,0.0,2157.0
1916,MSitAE-JUNE-2023,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8935.0,1160.0,7231.0,360.0,0.0,722.0,3987.0,0.0,260.0,174.0,0.0,10.0,910.0,4.0,3247.0,0.0,0.0,3099.0
1917,MSitAE-JUNE-2023,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8970.0,253.0,4453.0,0.0,0.0,18.0,5941.0,0.0,638.0,0.0,0.0,0.0,702.0,355.0,2742.0,0.0,0.0,1051.0
1918,MSitAE-JUNE-2023,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11050.0,0.0,3547.0,0.0,0.0,0.0,2881.0,0.0,42.0,0.0,0.0,0.0,730.0,0.0,2703.0,0.0,0.0,357.0
1919,MSitAE-JUNE-2023,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9586.0,0.0,4925.0,125.0,0.0,1027.0,4048.0,0.0,165.0,27.0,0.0,0.0,709.0,31.0,3501.0,0.0,0.0,1787.0
1920,MSitAE-JUNE-2023,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7513.0,0.0,4487.0,0.0,0.0,0.0,3829.0,0.0,56.0,0.0,0.0,0.0,1101.0,249.0,2228.0,0.0,0.0,783.0
1921,MSitAE-JUNE-2023,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,6959.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
1922,MSitAE-JUNE-2023,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10325.0,0.0,5219.0,0.0,0.0,321.0,4497.0,0.0,301.0,0.0,0.0,10.0,1033.0,40.0,2388.0,0.0,105.0,2023.0
1923,MSitAE-JUNE-2023,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7961.0,0.0,4433.0,166.0,0.0,492.0,2864.0,0.0,136.0,39.0,0.0,1.0,487.0,388.0,2686.0,0.0,26.0,890.0
1924,MSitAE-JUNE-2023,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8708.0,0.0,0.0,113.0,0.0,0.0,2175.0,0.0,0.0,17.0,0.0,0.0,550.0,10.0,3065.0,0.0,0.0,1921.0
1925,MSitAE-JUNE-2023,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8818.0,0.0,0.0,602.0,0.0,0.0,2624.0,0.0,0.0,136.0,0.0,0.0,802.0,55.0,2854.0,0.0,0.0,739.0
1926,MSitAE-JUNE-2023,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,11054.0,0.0,7912.0,0.0,0.0,0.0,4365.0,0.0,1004.0,0.0,0.0,0.0,505.0,797.0,3028.0,0.0,18.0,696.0
1927,MSitAE-JUNE-2023,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,5192.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,MSitAE-JUNE-2023,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,58.0
1929,MSitAE-JUNE-2023,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30845.0,0.0,1899.0,821.0,0.0,115.0,10509.0,0.0,95.0,241.0,0.0,9.0,2433.0,7.0,8352.0,0.0,251.0,1308.0
1930,MSitAE-JUNE-2023,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8294.0,568.0,6654.0,528.0,0.0,0.0,3755.0,2.0,1137.0,124.0,0.0,0.0,387.0,606.0,1551.0,0.0,0.0,195.0
1931,MSitAE-JUNE-2023,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4445.0,0.0,0.0,321.0,0.0,3924.0,1586.0,0.0,0.0,77.0,0.0,5.0,204.0,27.0,1519.0,0.0,0.0,480.0
1932,MSitAE-JUNE-2023,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7189.0,0.0,2796.0,110.0,0.0,25.0,3266.0,0.0,19.0,17.0,0.0,2.0,710.0,292.0,2494.0,0.0,0.0,1040.0
1933,MSitAE-JUNE-2023,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4818.0,0.0,248.0,246.0,0.0,8.0,364.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,917.0,0.0,0.0,120.0
1934,MSitAE-JUNE-2023,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13805.0,0.0,11404.0,173.0,0.0,110.0,6801.0,0.0,96.0,0.0,0.0,12.0,1140.0,95.0,4421.0,0.0,251.0,955.0
1935,MSitAE-JUNE-2023,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6507.0,0.0,12956.0,0.0,0.0,0.0,3446.0,0.0,558.0,0.0,0.0,0.0,564.0,407.0,2169.0,0.0,22.0,1097.0
1936,MSitAE-JUNE-2023,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16943.0,251.0,8802.0,461.0,0.0,0.0,6882.0,0.0,427.0,68.0,0.0,0.0,1945.0,1218.0,5213.0,0.0,0.0,2096.0
1937,MSitAE-JUNE-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7878.0,0.0,0.0,0.0,0.0,0.0,3312.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,2858.0,0.0,0.0,605.0
1938,MSitAE-JUNE-2023,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6284.0,0.0,2064.0,203.0,0.0,128.0,2493.0,0.0,128.0,77.0,0.0,10.0,514.0,66.0,2513.0,0.0,224.0,622.0
1939,MSitAE-JUNE-2023,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11217.0,1391.0,0.0,8.0,0.0,0.0,4086.0,56.0,0.0,4.0,0.0,0.0,240.0,18.0,3283.0,13.0,0.0,1425.0
1940,MSitAE-JUNE-2023,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7673.0,0.0,428.0,16.0,0.0,0.0,1919.0,0.0,0.0,4.0,0.0,0.0,153.0,0.0,1971.0,0.0,0.0,623.0
1941,MSitAE-JUNE-2023,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13488.0,446.0,8030.0,714.0,0.0,337.0,6666.0,0.0,222.0,285.0,0.0,4.0,1059.0,696.0,5705.0,0.0,0.0,2840.0
1942,MSitAE-JUNE-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14294.0,0.0,0.0,0.0,0.0,0.0,4962.0,0.0,0.0,0.0,0.0,0.0,734.0,628.0,4280.0,0.0,0.0,574.0
1943,MSitAE-JUNE-2023,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14765.0,0.0,8636.0,59.0,0.0,1153.0,6167.0,0.0,1137.0,20.0,0.0,262.0,1328.0,270.0,3995.0,0.0,0.0,509.0
1944,MSitAE-JUNE-2023,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11648.0,1812.0,7516.0,32.0,0.0,61.0,5556.0,146.0,284.0,10.0,0.0,3.0,215.0,1.0,2750.0,83.0,56.0,1265.0
1945,MSitAE-JUNE-2023,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10862.0,0.0,7482.0,494.0,0.0,0.0,4303.0,0.0,9.0,115.0,0.0,0.0,963.0,280.0,2271.0,0.0,0.0,1583.0
1946,MSitAE-JUNE-2023,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8175.0,0.0,2526.0,237.0,0.0,0.0,3892.0,0.0,0.0,0.0,0.0,0.0,328.0,15.0,2164.0,0.0,0.0,138.0
1947,MSitAE-JUNE-2023,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12285.0,0.0,391.0,0.0,0.0,301.0,3559.0,0.0,0.0,0.0,0.0,0.0,527.0,4.0,3810.0,0.0,0.0,1070.0
1948,MSitAE-JUNE-2023,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9028.0,0.0,2361.0,340.0,0.0,11.0,3094.0,0.0,2.0,68.0,0.0,0.0,490.0,211.0,2262.0,0.0,0.0,759.0
1949,MSitAE-JUNE-2023,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13135.0,0.0,3959.0,0.0,0.0,0.0,5155.0,0.0,18.0,0.0,0.0,0.0,1059.0,58.0,3458.0,0.0,385.0,1083.0
1950,MSitAE-JUNE-2023,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,6546.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,211.0
1951,MSitAE-JUNE-2023,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8236.0,0.0,6801.0,366.0,0.0,1449.0,2930.0,0.0,1203.0,0.0,0.0,0.0,719.0,190.0,2173.0,0.0,0.0,906.0
1952,MSitAE-JUNE-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10632.0,0.0,0.0,19.0,0.0,0.0,2483.0,0.0,0.0,0.0,0.0,0.0,196.0,17.0,1647.0,0.0,0.0,185.0
1953,MSitAE-JUNE-2023,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,16924.0,0.0,11135.0,84.0,0.0,25.0,6822.0,0.0,47.0,12.0,0.0,0.0,1676.0,116.0,3683.0,0.0,0.0,1064.0
1954,MSitAE-JUNE-2023,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12887.0,0.0,0.0,256.0,0.0,0.0,5225.0,0.0,0.0,69.0,0.0,0.0,532.0,1001.0,2640.0,0.0,0.0,1580.0
1955,MSitAE-JUNE-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9744.0,0.0,0.0,0.0,0.0,0.0,3805.0,0.0,0.0,0.0,0.0,0.0,532.0,8.0,2941.0,0.0,0.0,687.0
1956,MSitAE-JUNE-2023,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11784.0,0.0,12429.0,80.0,0.0,0.0,6125.0,0.0,347.0,36.0,0.0,0.0,652.0,929.0,4189.0,0.0,385.0,1693.0
1957,MSitAE-JUNE-2023,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12398.0,0.0,5811.0,18.0,0.0,0.0,6868.0,0.0,1095.0,2.0,0.0,0.0,1184.0,702.0,4101.0,0.0,0.0,1170.0
1958,MSitAE-JUNE-2023,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9619.0,0.0,5553.0,3.0,0.0,328.0,5472.0,0.0,7.0,1.0,0.0,1.0,218.0,67.0,2745.0,0.0,0.0,279.0
1959,MSitAE-JUNE-2023,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7387.0,0.0,3234.0,223.0,0.0,111.0,3157.0,0.0,191.0,72.0,0.0,5.0,723.0,551.0,2137.0,0.0,0.0,179.0
1960,MSitAE-JUNE-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8884.0,0.0,2226.0,806.0,0.0,1204.0,3051.0,0.0,48.0,0.0,0.0,0.0,107.0,0.0,3416.0,0.0,0.0,597.0
1961,MSitAE-JUNE-2023,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12026.0,0.0,4000.0,199.0,0.0,60.0,4084.0,0.0,127.0,33.0,0.0,6.0,1256.0,69.0,2966.0,0.0,213.0,1354.0
